,id,name,custom,orderable,navigable,searchable,clauseNames,schema
99,environment,Environment,False,True,True,True,['environment'],"{'type': 'string', 'system': 'environment'}"
100,duedate,Due Date,False,True,True,True,"['due', 'duedate']","{'type': 'date', 'system': 'duedate'}"
101,comment,Comment,False,True,False,True,['comment'],"{'type': 'comments-page', 'system': 'comment'}"
102,customfield_20831,System/UI Changes,True,True,True,True,"['cf[20831]', 'System/UI Changes']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 20831}"
103,customfield_20830,Does fix include system behavior or UI changes?,True,True,True,True,"['cf[20830]', 'Does fix include system behavior or UI changes?']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20830}"
104,customfield_22332,Affected Products,True,True,True,True,"['Affected Products', 'cf[22332]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 22332}"
105,customfield_20031,UTC Timezone Offset,True,True,True,True,"['cf[20031]', 'UTC Timezone Offset']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 20031}"
106,customfield_22331,Vulnerability Source,True,True,True,True,"['cf[22331]', 'Vulnerability Source']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 22331}"
107,customfield_22330,Advisory URL,True,True,True,True,"['Advisory URL', 'cf[22330]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 22330}"
108,customfield_10590,Complexity,True,True,True,True,"['cf[10590]', 'Complexity']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 10590}"
109,customfield_20030,Product Space Key,True,True,True,True,"['cf[20030]', 'Product Space Key']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 20030}"
110,customfield_10591,Value,True,True,True,True,"['cf[10591]', 'Value']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 10591}"
111,customfield_10350,Accept,True,True,True,True,"['Accept', 'cf[10350]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 10350}"
112,customfield_12530,Release version,True,True,True,True,"['cf[12530]', 'Release version']","{'type': 'version', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:version', 'customId': 12530}"
113,fixVersions,Fix Version/s,False,True,True,True,['fixVersion'],"{'type': 'array', 'items': 'version', 'system': 'fixVersions'}"
114,customfield_11436,Support Rank (Obsolete),True,True,True,True,"['cf[11436]', 'Support Rank (Obsolete)']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 11436}"
115,customfield_11435,Studio Rank,True,True,True,True,"['cf[11435]', 'Studio Rank']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 11435}"
116,customfield_11437,JIRA Support Rank (Obsolete),True,True,True,True,"['cf[11437]', 'JIRA Support Rank (Obsolete)']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 11437}"
117,customfield_23430,GSAC Components,True,True,True,True,"['cf[23430]', 'GSAC Components']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 23430}"
118,customfield_23431,Quarter Override,True,True,True,True,"['cf[23431]', 'Quarter Override']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 23431}"
119,customfield_19830,Language,True,True,True,True,"['cf[19830]', 'Language']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19830}"
120,customfield_17531,Do you plan to migrate to new Portfolio plans within the next 3 months?,True,True,True,True,"['cf[17531]', 'Do you plan to migrate to new Portfolio plans within the next 3 months?']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 17531}"
121,customfield_17530,Have you used Portfolio for JIRA's new 2.0 plans?,True,True,True,True,"['cf[17530]', ""Have you used Portfolio for JIRA's new 2.0 plans?""]","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 17530}"
122,customfield_10580,PM Value,True,True,True,True,"['cf[10580]', 'PM Value']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 10580}"
123,priority,Priority,False,True,True,True,['priority'],"{'type': 'priority', 'system': 'priority'}"
124,customfield_19831,Source text,True,True,True,True,"['cf[19831]', 'Source text']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19831}"
125,customfield_11431,Rank (Obsolete),True,True,True,True,"['cf[11431]', 'Rank (Obsolete)']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 11431}"
126,customfield_13730,Support Hot Issues Workaround,True,True,True,True,"['cf[13730]', 'Support Hot Issues Workaround']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 13730}"
127,customfield_19832,Target,True,True,True,True,"['cf[19832]', 'Target']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19832}"
128,customfield_11434,Bugmaster Rank,True,True,True,True,"['Bugmaster Rank', 'cf[11434]']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 11434}"
129,customfield_11433,Backlog Order (Obsolete),True,True,True,True,"['Backlog Order (Obsolete)', 'cf[11433]']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 11433}"
130,timeestimate,Remaining Estimate,False,False,True,False,"['remainingEstimate', 'timeestimate']","{'type': 'number', 'system': 'timeestimate'}"
131,versions,Affects Version/s,False,True,True,True,['affectedVersion'],"{'type': 'array', 'items': 'version', 'system': 'versions'}"
132,customfield_20934,Please share any other thoughts here:,True,True,True,True,"['cf[20934]', 'Please share any other thoughts here:']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 20934}"
133,customfield_20932,What's preventing you from migrating to the Improved interface?,True,True,True,True,"['cf[20932]', ""What's preventing you from migrating to the Improved interface?""]","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 20932}"
134,customfield_20933,"What, if any, features are missing from the Improved experience?",True,True,True,True,"['cf[20933]', 'What, if any, features are missing from the Improved experience?']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 20933}"
135,customfield_20930,Have you used the new improved experience?,True,True,True,True,"['cf[20930]', 'Have you used the new improved experience?']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 20930}"
136,customfield_20931,Do you intend to migrate to the new experience in the next 6 months?,True,True,True,True,"['cf[20931]', 'Do you intend to migrate to the new experience in the next 6 months?']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 20931}"
137,status,Status,False,False,True,True,['status'],"{'type': 'status', 'system': 'status'}"
138,issuekey,Key,False,False,True,False,"['id', 'issue', 'issuekey', 'key']",
139,customfield_18730,Development,True,True,True,True,"['cf[18730]', 'Development']","{'type': 'any', 'custom': 'com.atlassian.jira.plugins.jira-development-integration-plugin:devsummary', 'customId': 18730}"
140,customfield_22430,External issue ID,True,True,True,True,"['cf[22430]', 'External issue ID']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 22430}"
141,customfield_20131,Fixed in Long Term Support Release/s,True,True,True,True,"['cf[20131]', 'Fixed in Long Term Support Release/s']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 20131}"
142,customfield_14130,Regular Expression,True,True,True,True,"['cf[14130]', 'Regular Expression']","{'type': 'string', 'custom': 'com.atlassian.support.jira.regex.plugin.regex-custom-field-support:regex-custom-field', 'customId': 14130}"
143,customfield_10570,PM Reviewed,True,True,True,True,"['cf[10570]', 'PM Reviewed']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 10570}"
144,customfield_10571,Story Points,True,True,True,True,"['cf[10571]', 'Story Points']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 10571}"
145,customfield_12630,CVSS Score,True,True,True,True,"['cf[12630]', 'CVSS Score']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 12630}"
146,customfield_10575,Regular Expression - old,True,True,True,True,"['cf[10575]', 'Regular Expression - old']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 10575}"
147,archiveddate,Archived,False,True,False,True,[],"{'type': 'datetime', 'system': 'archiveddate'}"
148,aggregatetimeestimate,Σ Remaining Estimate,False,False,True,False,[],"{'type': 'number', 'system': 'aggregatetimeestimate'}"
149,creator,Creator,False,False,True,True,['creator'],"{'type': 'user', 'system': 'creator'}"
150,customfield_20240,Blocked from migrating,True,True,True,True,"['Blocked from migrating', 'cf[20240]']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 20240}"
151,customfield_17630,Team,True,True,True,True,"['cf[17630]', 'Team']","{'type': 'any', 'custom': 'com.atlassian.teams:rm-teams-custom-field-team', 'customId': 17630}"
152,customfield_20241,Churned,True,True,True,True,"['cf[20241]', 'Churned']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 20241}"
153,customfield_15331,Quality Assistance,True,True,True,True,"['cf[15331]', 'Quality Assistance']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 15331}"
154,customfield_10680,Release Version History,True,True,True,True,"['cf[10680]', 'Release Version History']","{'type': 'version', 'custom': 'com.pyxis.greenhopper.jira:greenhopper-releasedmultiversionhistory', 'customId': 10680}"
155,customfield_10681,Current Status,True,True,True,True,"['cf[10681]', 'Current Status']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 10681}"
156,customfield_10560,Reviewers,True,True,True,True,"['cf[10560]', 'Reviewers']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker', 'customId': 10560}"
157,aggregateprogress,Σ Progress,False,False,True,False,[],"{'type': 'progress', 'system': 'aggregateprogress'}"
158,customfield_17631,Parent Link,True,True,True,True,"['cf[17631]', 'Parent Link']","{'type': 'any', 'custom': 'com.atlassian.jpo:jpo-custom-field-parent', 'customId': 17631}"
159,customfield_10440,Review Link,True,True,True,True,"['cf[10440]', 'Review Link']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 10440}"
160,customfield_13830,Plugin Info,True,True,True,True,"['cf[13830]', 'Plugin Info']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 13830}"
161,customfield_19930,Steps to Reproduce,True,True,True,True,"['cf[19930]', 'Steps to Reproduce']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 19930}"
162,customfield_11530,Streams,True,True,True,True,"['cf[11530]', 'Streams']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 11530}"
163,customfield_19931,Suggested Target,True,True,True,True,"['cf[19931]', 'Suggested Target']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19931}"
164,customfield_20239,Bug/Suggestion Type,True,True,True,True,"['Bug/Suggestion Type', 'cf[20239]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20239}"
165,customfield_20237,Partners,True,True,True,True,"['cf[20237]', 'Partners']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 20237}"
166,customfield_20238,Interested Team/s,True,True,True,True,"['cf[20238]', 'Interested Team/s']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 20238}"
167,customfield_20236,Total NB Contacts Collected,True,True,True,True,"['cf[20236]', 'Total NB Contacts Collected']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 20236}"
168,customfield_20233,Shirt Size,True,True,True,True,"['cf[20233]', 'Shirt Size']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20233}"
169,customfield_20234,Prioritization,True,True,True,True,"['cf[20234]', 'Prioritization']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20234}"
170,customfield_20231,R1 Due,True,True,True,True,"['cf[20231]', 'R1 Due']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 20231}"
171,customfield_20232,Market Group Requested by,True,True,True,True,"['cf[20232]', 'Market Group Requested by']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20232}"
