,id,name,custom,orderable,navigable,searchable,clauseNames,schema
91,customfield_12314521,Target start,True,True,True,True,"['cf[12314521]', 'Target start']","{'type': 'date', 'custom': 'com.atlassian.jpo:jpo-custom-field-baseline-start', 'customId': 12314521}"
92,customfield_12314520,Parent Link,True,True,True,True,"['cf[12314520]', 'Parent Link']","{'type': 'any', 'custom': 'com.atlassian.jpo:jpo-custom-field-parent', 'customId': 12314520}"
93,customfield_12312340,Github Integration - Triggers,True,True,True,True,"['cf[12312340]', 'Github Integration - Triggers']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12312340}"
94,customfield_12312341,INFRA - Subversion Repository Path,True,True,True,True,"['cf[12312341]', 'INFRA - Subversion Repository Path']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12312341}"
95,customfield_12310160,Severity,True,True,True,True,"['cf[12310160]', 'Severity']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12310160}"
96,customfield_12312220,Testcase included,True,True,True,True,"['cf[12312220]', 'Testcase included']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 12312220}"
97,customfield_12310041,Patch Info,True,True,True,True,"['cf[12310041]', 'Patch Info']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12310041}"
98,customfield_12314524,Team,True,True,True,True,"['cf[12314524]', 'Team']","{'type': 'any', 'custom': 'com.atlassian.teams:rm-teams-custom-field-team', 'customId': 12314524}"
99,summary,Summary,False,True,True,True,['summary'],"{'type': 'string', 'system': 'summary'}"
100,customfield_12310291,Epic/Theme,True,True,True,True,"['cf[12310291]', 'Epic/Theme']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 12310291}"
101,customfield_12310290,Flagged,True,True,True,True,"['cf[12310290]', 'Flagged']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12310290}"
102,customfield_12311024,External issue ID,True,True,True,True,"['cf[12311024]', 'External issue ID']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12311024}"
103,environment,Environment,False,True,True,True,['environment'],"{'type': 'string', 'system': 'environment'}"
104,customfield_12311022,Priority,True,True,True,True,['cf[12311022]'],"{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12311022}"
105,customfield_12313321,Solr Mailing List Info,True,True,True,True,"['cf[12313321]', 'Solr Mailing List Info']","{'type': 'string', 'custom': 'com.atlassian.jira.toolkit:message', 'customId': 12313321}"
106,customfield_12311023,Status Whiteboard,True,True,True,True,"['cf[12311023]', 'Status Whiteboard']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12311023}"
107,customfield_12311020,External issue URL,True,True,True,True,"['cf[12311020]', 'External issue URL']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 12311020}"
108,customfield_12310172,Fix version (Component),True,True,True,True,"['cf[12310172]', 'Fix version (Component)']","{'type': 'option-with-child', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect', 'customId': 12310172}"
109,customfield_12313320,Lucene Mailing List Info,True,True,True,True,"['cf[12313320]', 'Lucene Mailing List Info']","{'type': 'string', 'custom': 'com.atlassian.jira.toolkit:message', 'customId': 12313320}"
110,customfield_12310051,Other Info,True,True,True,True,"['cf[12310051]', 'Other Info']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12310051}"
111,customfield_12310293,Story Points,True,True,True,True,"['cf[12310293]', 'Story Points']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 12310293}"
112,customfield_12310171,Affects version (Component),True,True,True,True,"['Affects version (Component)', 'cf[12310171]']","{'type': 'option-with-child', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect', 'customId': 12310171}"
113,customfield_12311021,Severity,True,True,True,True,"['cf[12311021]', 'Severity']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12311021}"
114,customfield_12310050,Urgency,True,True,True,True,"['cf[12310050]', 'Urgency']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12310050}"
115,duedate,Due Date,False,True,True,True,"['due', 'duedate']","{'type': 'date', 'system': 'duedate'}"
116,comment,Comment,False,True,False,True,['comment'],"{'type': 'comments-page', 'system': 'comment'}"
117,customfield_12311820,Rank,True,True,True,True,"['cf[12311820]', 'Rank']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-lexo-rank', 'customId': 12311820}"
118,customfield_12311028,Status Whiteboard,True,True,True,True,"['cf[12311028]', 'Status Whiteboard']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12311028}"
119,customfield_12311026,Severity,True,True,True,True,"['cf[12311026]', 'Severity']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12311026}"
120,customfield_12311027,Priority,True,True,True,True,['cf[12311027]'],"{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12311027}"
121,fixVersions,Fix Version/s,False,True,True,True,['fixVersion'],"{'type': 'array', 'items': 'version', 'system': 'fixVersions'}"
122,customfield_12310420,Global Rank,True,True,True,True,"['cf[12310420]', 'Global Rank']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-global-rank', 'customId': 12310420}"
123,customfield_12314220,Testers,True,True,True,True,"['cf[12314220]', 'Testers']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker', 'customId': 12314220}"
124,customfield_12310300,Release Version History,True,True,True,True,"['cf[12310300]', 'Release Version History']","{'type': 'version', 'custom': 'com.pyxis.greenhopper.jira:greenhopper-releasedmultiversionhistory', 'customId': 12310300}"
125,customfield_12312720,Docs Text,True,True,True,True,"['cf[12312720]', 'Docs Text']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 12312720}"
126,priority,Priority,False,True,True,True,['priority'],"{'type': 'priority', 'system': 'priority'}"
127,customfield_12311520,old issue number,True,True,True,True,"['cf[12311520]', 'old issue number']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 12311520}"
128,customfield_12310310,Attachment count,True,True,True,True,"['Attachment count', 'cf[12310310]']","{'type': 'any', 'custom': 'com.atlassian.jira.toolkit:attachments', 'customId': 12310310}"
129,timeestimate,Remaining Estimate,False,False,True,False,"['remainingEstimate', 'timeestimate']","{'type': 'number', 'system': 'timeestimate'}"
130,versions,Affects Version/s,False,True,True,True,['affectedVersion'],"{'type': 'array', 'items': 'version', 'system': 'versions'}"
131,customfield_12313020,Mailing List,True,True,True,True,"['cf[12313020]', 'Mailing List']","{'type': 'string', 'custom': 'com.atlassian.jira.toolkit:message', 'customId': 12313020}"
132,customfield_12313826,Change Category,True,True,True,True,"['cf[12313826]', 'Change Category']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12313826}"
133,customfield_12313825,Bug Category,True,True,True,True,"['Bug Category', 'cf[12313825]']","{'type': 'option-with-child', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect', 'customId': 12313825}"
134,customfield_12313823,Test and Documentation Plan,True,True,True,True,"['cf[12313823]', 'Test and Documentation Plan']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 12313823}"
135,customfield_12313822,Discovered By,True,True,True,True,"['cf[12313822]', 'Discovered By']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12313822}"
136,customfield_12313821,Complexity,True,True,True,True,"['cf[12313821]', 'Complexity']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12313821}"
137,status,Status,False,False,True,True,['status'],"{'type': 'status', 'system': 'status'}"
138,customfield_12313820,Severity,True,True,True,True,"['cf[12313820]', 'Severity']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12313820}"
139,issuekey,Key,False,False,True,False,"['id', 'issue', 'issuekey', 'key']",
140,customfield_12310080,Regression,True,True,True,True,"['cf[12310080]', 'Regression']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12310080}"
141,archiveddate,Archived,False,True,False,True,[],"{'type': 'datetime', 'system': 'archiveddate'}"
142,customfield_12312026,Initial Confluence Contributors,True,True,True,True,"['cf[12312026]', 'Initial Confluence Contributors']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12312026}"
143,customfield_12312023,Space Name,True,True,True,True,"['cf[12312023]', 'Space Name']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12312023}"
144,customfield_12312024,Space Description,True,True,True,True,"['cf[12312024]', 'Space Description']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 12312024}"
145,aggregatetimeestimate,Σ Remaining Estimate,False,False,True,False,[],"{'type': 'number', 'system': 'aggregatetimeestimate'}"
146,customfield_12314320,Detailed Description,True,True,True,True,"['cf[12314320]', 'Detailed Description']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 12314320}"
147,customfield_12312022,Space Key,True,True,True,True,"['cf[12312022]', 'Space Key']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12312022}"
148,customfield_12312823,Project,True,True,True,True,['cf[12312823]'],"{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12312823}"
149,customfield_12310521,Proposed Name,True,True,True,True,"['cf[12310521]', 'Proposed Name']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12310521}"
150,customfield_12312821,Target Version,True,True,True,True,"['cf[12312821]', 'Target Version']","{'type': 'array', 'items': 'version', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiversion', 'customId': 12312821}"
151,customfield_12312822,Epic Color,True,True,True,True,"['cf[12312822]', 'Epic Color']","{'type': 'string', 'custom': 'com.pyxis.greenhopper.jira:gh-epic-color', 'customId': 12312822}"
152,customfield_12310520,Podling,True,True,True,True,"['cf[12310520]', 'Podling']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12310520}"
153,customfield_12310523,Evidence Of Registration,True,True,True,True,"['cf[12310523]', 'Evidence Of Registration']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 12310523}"
154,customfield_12310522,Evidence Of Open Source Adoption,True,True,True,True,"['cf[12310522]', 'Evidence Of Open Source Adoption']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 12310522}"
155,creator,Creator,False,False,True,True,['creator'],"{'type': 'user', 'system': 'creator'}"
156,customfield_12310090,Issue & fix info,True,True,True,True,"['cf[12310090]', 'Issue & fix info']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12310090}"
157,aggregateprogress,Σ Progress,False,False,True,False,[],"{'type': 'progress', 'system': 'aggregateprogress'}"
158,customfield_12313120,RYG,True,True,True,True,"['cf[12313120]', 'RYG']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12313120}"
159,customfield_12313924,Source Control Link,True,True,True,True,"['cf[12313924]', 'Source Control Link']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 12313924}"
160,customfield_12313922,Impacts,True,True,True,True,"['cf[12313922]', 'Impacts']","{'type': 'array', 'items': 'option', 'custom': 'jira.plugin.projectspecificselectfield.jpssf:multicftype', 'customId': 12313922}"
