,id,key,name,untranslatedName,custom,orderable,navigable,searchable,clauseNames,schema
252,customfield_19334,customfield_19334,Issue Size,Issue Size,True,True,True,True,"['Issue Size[Dropdown]', 'cf[19334]', 'Issue Size']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19334}"
253,customfield_19576,customfield_19576,Accepted Date,Accepted Date,True,True,True,True,"['Accepted Date[Date]', 'cf[19576]', 'Accepted Date']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 19576}"
254,customfield_19455,customfield_19455,Desired URL slug,Desired URL slug,True,True,True,True,"['Desired URL slug[Short text]', 'Desired URL slug', 'cf[19455]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19455}"
255,customfield_19698,customfield_19698,Native Functionality,Native Functionality,True,True,True,True,"['Native Functionality', 'Native Functionality[Dropdown]', 'cf[19698]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19698}"
256,customfield_18004,customfield_18004,Start date time,Start date time,True,True,True,True,"['Start date time', 'Start date time[Time stamp]', 'cf[18004]']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 18004}"
257,customfield_19335,customfield_19335,DC approved date,DC approved date,True,True,True,True,"['DC approved date[Time stamp]', 'cf[19335]', 'DC approved date']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 19335}"
258,customfield_19577,customfield_19577,Partner URL,Partner URL,True,True,True,True,"['Partner URL[URL Field]', 'Partner URL', 'cf[19577]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19577}"
259,customfield_19571,customfield_19571,Partner Name,Partner Name,True,True,True,True,"['cf[19571]', 'Partner Name[Short text]', 'Partner Name']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19571}"
260,customfield_19572,customfield_19572,Marketplace App Name,Marketplace App Name,True,True,True,True,"['Marketplace App Name', 'Marketplace App Name[Short text]', 'cf[19572]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19572}"
261,customfield_18000,customfield_18000,Impact,Impact,True,True,True,True,"['Impact', 'Impact[Dropdown]', 'cf[18000]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 18000}"
262,customfield_19573,customfield_19573,Risk Score,Risk Score,True,True,True,True,"['Risk Score', 'Risk Score[Dropdown]', 'cf[19573]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19573}"
263,customfield_10880,customfield_10880,Sprint,Sprint,True,True,True,True,"['cf[10880]', 'Sprint']","{'type': 'array', 'items': 'json', 'custom': 'com.pyxis.greenhopper.jira:gh-sprint', 'customId': 10880}"
264,customfield_18005,customfield_18005,End date time,End date time,True,True,True,True,"['cf[18005]', 'End date time[Time stamp]', 'End date time']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 18005}"
265,customfield_19699,customfield_19699,Blocker Type,Blocker Type,True,True,True,True,"['cf[19699]', 'Blocker Type', 'Blocker Type[Select List (multiple choices)]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19699}"
266,customfield_19336,customfield_19336,DC flagged date,DC flagged date,True,True,True,True,"['DC flagged date', 'cf[19336]', 'DC flagged date[Time stamp]']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 19336}"
267,customfield_19578,customfield_19578,Partner ID,Partner ID,True,True,True,True,"['cf[19578]', 'Partner ID', 'Partner ID[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19578}"
268,customfield_19337,customfield_19337,QA Kickoff Check-In,QA Kickoff Check-In,True,True,True,True,"['QA Kickoff Check-In[Paragraph]', 'cf[19337]', 'QA Kickoff Check-In']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 19337}"
269,customfield_19579,customfield_19579,Partner Participants,Partner Participants,True,True,True,True,"['Partner Participants[User Picker (multiple users)]', 'cf[19579]', 'Partner Participants']","{'type': 'array', 'items': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker', 'customId': 19579}"
270,customfield_19338,customfield_19338,QA Demo Check-Out,QA Demo Check-Out,True,True,True,True,"['QA Demo Check-Out', 'QA Demo Check-Out[Paragraph]', 'cf[19338]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 19338}"
271,customfield_19339,customfield_19339,Urgency,Urgency,True,True,True,True,"['Urgency[Dropdown]', 'Urgency', 'cf[19339]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19339}"
272,customfield_16180,customfield_16180,Most Recent Review Ticket,Most Recent Review Ticket,True,True,True,True,"['Most Recent Review Ticket', 'Most Recent Review Ticket[Short text]', 'cf[16180]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 16180}"
273,customfield_25207,customfield_25207,Default Edition type,Default Edition type,True,True,True,True,"['Default Edition type[Short text]', 'cf[25207]', 'Default Edition type']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 25207}"
274,customfield_13580,customfield_13580,Testing Notes,Testing Notes,True,True,True,True,"['cf[13580]', 'Testing Notes[Paragraph]', 'Testing Notes']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 13580}"
275,customfield_17700,customfield_17700,Status Page URL,Status Page URL,True,True,True,True,"['cf[17700]', 'Status Page URL[URL Field]', 'Status Page URL']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 17700}"
276,customfield_12480,customfield_12480,Database,Database,True,True,True,True,"['Database[Dropdown]', 'Database', 'cf[12480]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12480}"
277,customfield_16600,customfield_16600,Create Issue Message,Create Issue Message,True,True,True,True,"['Create Issue Message', 'cf[16600]']","{'type': 'string', 'custom': 'com.atlassian.jira.toolkit:message', 'customId': 16600}"
278,labels,labels,Labels,,False,True,True,True,['labels'],"{'type': 'array', 'items': 'string', 'system': 'labels'}"
279,customfield_25100,customfield_25100,User email,User email,True,True,True,True,"['User email[Short text]', 'cf[25100]', 'User email']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 25100}"
280,components,components,Components,,False,True,True,True,['component'],"{'type': 'array', 'items': 'component', 'system': 'components'}"
281,customfield_15980,customfield_15980,Parent Link,Parent Link,True,True,True,True,"['cf[15980]', 'Parent Link']","{'type': 'any', 'custom': 'com.atlassian.jpo:jpo-custom-field-parent', 'customId': 15980}"
282,customfield_10170,customfield_10170,Date of First Response,Date of First Response,True,True,True,True,"['Date of First Response[Date of first response]', 'cf[10170]', 'Date of First Response']","{'type': 'datetime', 'custom': 'com.atlassian.jira.ext.charting:firstresponsedate', 'customId': 10170}"
283,customfield_13680,customfield_13680,QA Dev,QA Dev,True,True,True,True,"['QA Dev[User Picker (single user)]', 'QA Dev', 'cf[13680]']","{'type': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:userpicker', 'customId': 13680}"
284,customfield_20096,customfield_20096,ECOHELP Component,ECOHELP Component,True,True,True,True,"['cf[20096]', 'ECOHELP Component[Select List (cascading)]', 'ECOHELP Component']","{'type': 'option-with-child', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect', 'customId': 20096}"
285,customfield_14880,customfield_14880,Satisfaction,Satisfaction,True,True,True,True,"['cf[14880]', 'Satisfaction']","{'type': 'sd-feedback', 'custom': 'com.atlassian.servicedesk:sd-request-feedback', 'customId': 14880}"
286,customfield_10160,customfield_10160,Release Version History,Release Version History,True,True,True,True,"['Release Version History', 'Release Version History[Version Picker (multiple versions)]', 'cf[10160]']","{'type': 'array', 'items': 'version', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiversion', 'customId': 10160}"
287,customfield_14881,customfield_14881,Satisfaction date,Satisfaction date,True,True,True,True,"['Satisfaction date', 'cf[14881]']","{'type': 'datetime', 'custom': 'com.atlassian.servicedesk:sd-request-feedback-date', 'customId': 14881}"
288,reporter,reporter,Reporter,,False,True,True,True,['reporter'],"{'type': 'user', 'system': 'reporter'}"
289,customfield_16702,customfield_16702,Release Version,Release Version,True,True,True,True,"['Release Version[Short text]', 'Release Version', 'cf[16702]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 16702}"
290,customfield_16701,customfield_16701,Browser,Browser,True,True,True,True,"['cf[16701]', 'Browser[Checkboxes]', 'Browser']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 16701}"
291,customfield_16700,customfield_16700,Operating System,Operating System,True,True,True,True,"['cf[16700]', 'Operating System[Checkboxes]', 'Operating System']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 16700}"
292,customfield_24396,customfield_24396,EWT (CtB/RtB/DP),EWT (CtB/RtB/DP),True,True,True,True,"['EWT (CtB/RtB/DP)[Dropdown]', 'EWT (CtB/RtB/DP)', 'cf[24396]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 24396}"
293,progress,progress,Progress,,False,False,True,False,['progress'],"{'type': 'progress', 'system': 'progress'}"
294,project,project,Project,,False,False,True,True,"['project', 'spaceJira']","{'type': 'project', 'system': 'project'}"
295,customfield_10032,customfield_10032,[CHART] Time in Status,[CHART] Time in Status,True,True,True,True,"['[CHART] Time in Status[Time in Status]', 'cf[10032]', '[CHART] Time in Status']","{'type': 'any', 'custom': 'com.atlassian.jira.ext.charting:timeinstatus', 'customId': 10032}"
296,customfield_17900,customfield_17900,Do you accept the Atlassian Customer Agreement?,Do you accept the Atlassian Customer Agreement?,True,True,True,True,"['Do you accept the Atlassian Customer Agreement?[Radio Buttons]', 'Do you accept the Atlassian Customer Agreement?', 'cf[17900]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 17900}"
297,resolutiondate,resolutiondate,Resolved,,False,False,True,True,"['resolutiondate', 'resolved']","{'type': 'datetime', 'system': 'resolutiondate'}"
298,customfield_25136,customfield_25136,Pentest Vendor,Pentest Vendor,True,True,True,True,"['Pentest Vendor', 'Pentest Vendor[Short text]', 'cf[25136]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 25136}"
299,watches,watches,Watchers,,False,False,True,False,['watchers'],"{'type': 'watches', 'system': 'watches'}"
300,customfield_23210,customfield_23210,Receiving team,Receiving team,True,True,True,True,"['Receiving team', 'Receiving team[Dropdown]', 'cf[23210]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 23210}"
301,customfield_12680,customfield_12680,Flagged,Flagged,True,True,True,True,"['Flagged', 'Flagged[Checkboxes]', 'cf[12680]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12680}"
302,customfield_20182,customfield_20182,Time in progress,Time in progress,True,True,True,True,"['Time in progress', 'cf[20182]']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 20182}"
303,customfield_16801,customfield_16801,Discovered by:,Discovered by:,True,True,True,True,"['Discovered by:[Dropdown]', 'cf[16801]', 'Discovered by:']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 16801}"
304,customfield_16800,customfield_16800,Where discovered?,Where discovered?,True,True,True,True,"['cf[16800]', 'Where discovered?', 'Where discovered?[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 16800}"
305,customfield_23209,customfield_23209,Requesting team,Requesting team,True,True,True,True,"['Requesting team', 'cf[23209]', 'Requesting team[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 23209}"
306,customfield_23208,customfield_23208,Design,Design,True,True,True,True,"['Design', 'cf[23208]']","{'type': 'array', 'items': 'design.field.name', 'custom': 'com.atlassian.jira.plugins.jira-development-integration-plugin:designcf', 'customId': 23208}"
307,updated,updated,Updated,,False,False,True,True,"['updated', 'updatedDate']","{'type': 'datetime', 'system': 'updated'}"
308,customfield_20059,customfield_20059,Segment,Segment,True,True,True,True,"['Segment[Dropdown]', 'cf[20059]', 'Segment']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20059}"
309,timeoriginalestimate,timeoriginalestimate,Original estimate,,False,False,True,False,"['originalEstimate', 'timeoriginalestimate']","{'type': 'number', 'system': 'timeoriginalestimate'}"
310,customfield_20291,customfield_20291,Time waiting for partner,Time waiting for partner,True,True,True,True,"['cf[20291]', 'Time waiting for partner']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 20291}"
311,description,description,Description,,False,True,True,True,['description'],"{'type': 'string', 'system': 'description'}"
312,customfield_20292,customfield_20292,Time in Waiting for Partner,Time in Waiting for Partner,True,True,True,True,"['cf[20292]', 'Time in Waiting for Partner']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 20292}"
313,customfield_13880,customfield_13880,Purchasing Teams,Purchasing Teams,True,True,True,True,"['Purchasing Teams[Select List (multiple choices)]', 'cf[13880]', 'Purchasing Teams']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 13880}"
314,customfield_20290,customfield_20290,Time in On Hold,Time in On Hold,True,True,True,True,"['Time in On Hold', 'cf[20290]']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 20290}"
315,customfield_10133,customfield_10133,Story Points,Story Points,True,True,True,True,"['cf[10133]', 'Story Points[Number]', 'Story Points']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 10133}"
316,summary,summary,Summary,,False,True,True,True,['summary'],"{'type': 'string', 'system': 'summary'}"
317,customfield_20043,customfield_20043,Do not use - JAC Component,Do not use - JAC Component,True,True,True,True,"['Do not use - JAC Component[Dropdown]', 'Do not use - JAC Component', 'cf[20043]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 20043}"
318,customfield_12781,customfield_12781,Needs Doc,Needs Doc,True,True,True,True,"['Needs Doc[Checkboxes]', 'cf[12781]', 'Needs Doc']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes', 'customId': 12781}"
319,customfield_16900,customfield_16900,Tenant,Tenant,True,True,True,True,"['Tenant[URL Field]', 'cf[16900]', 'Tenant']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 16900}"
320,comment,comment,Comment,,False,True,False,True,['comment'],"{'type': 'comments-page', 'system': 'comment'}"
321,statuscategorychangedate,statuscategorychangedate,Status Category Changed,,False,False,True,True,['statusCategoryChangedDate'],"{'type': 'datetime', 'system': 'statuscategorychangedate'}"
322,customfield_24635,customfield_24635,T-shirt size,T-shirt size,True,True,True,True,"['T-shirt size[Dropdown]', 'cf[24635]', 'T-shirt size']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 24635}"
323,customfield_13180,customfield_13180,Rank,Rank,True,True,True,True,"['Rank', 'cf[13180]']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-lexo-rank', 'customId': 13180}"
324,customfield_24998,customfield_24998,Focus Areas,Focus Areas,True,True,True,True,"['cf[24998]', 'Focus Areas', 'Focus Areas[FocusAreas]']","{'type': 'array', 'items': 'Focus Areas', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:focus-areas', 'customId': 24998}"
325,customfield_24758,customfield_24758,Time to response (ECOHELP),Time to response (ECOHELP),True,True,True,True,"['Time to response (ECOHELP)', 'cf[24758]']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 24758}"
326,customfield_24638,customfield_24638,Domain/Focus Area,Domain/Focus Area,True,True,True,True,"['Domain/Focus Area', 'cf[24638]', 'Domain/Focus Area[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 24638}"
327,customfield_24639,customfield_24639,App Name,App Name,True,True,True,True,"['App Name[Labels]', 'cf[24639]', 'App Name']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 24639}"
328,customfield_17300,customfield_17300,Ecosystem User Type,Ecosystem User Type,True,True,True,True,"['Ecosystem User Type', 'Ecosystem User Type[Radio Buttons]', 'cf[17300]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 17300}"
329,customfield_19846,customfield_19846,App URL,App URL,True,True,True,True,"['App URL[Short text]', 'App URL', 'cf[19846]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19846}"
330,fixVersions,fixVersions,Fix versions,,False,True,True,True,['fixVersion'],"{'type': 'array', 'items': 'version', 'system': 'fixVersions'}"
331,customfield_19964,customfield_19964,Alternative status,Alternative status,True,True,True,True,"['Alternative status', 'Alternative status[Select List (cascading)]', 'cf[19964]']","{'type': 'option-with-child', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect', 'customId': 19964}"
332,customfield_19965,customfield_19965,Partner build status,Partner build status,True,True,True,True,"['cf[19965]', 'Partner build status', 'Partner build status[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19965}"
333,customfield_24881,customfield_24881,AppFire rank,AppFire rank,True,True,True,True,"['cf[24881]', 'AppFire rank', 'AppFire rank[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 24881}"
334,customfield_24882,customfield_24882,Tempo rank,Tempo rank,True,True,True,True,"['Tempo rank[Number]', 'Tempo rank', 'cf[24882]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 24882}"
335,customfield_24883,customfield_24883,Refined rank,Refined rank,True,True,True,True,"['Refined rank', 'Refined rank[Number]', 'cf[24883]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 24883}"
336,customfield_24884,customfield_24884,Vertuna rank,Vertuna rank,True,True,True,True,"['cf[24884]', 'Vertuna rank', 'Vertuna rank[Number]']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 24884}"
337,customfield_24885,customfield_24885,Stiltsoft rank,Stiltsoft rank,True,True,True,True,"['cf[24885]', 'Stiltsoft rank[Number]', 'Stiltsoft rank']","{'type': 'number', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:float', 'customId': 24885}"
338,customfield_15590,customfield_15590,Testing Security,Testing Security,True,True,True,True,"['Testing Security[Paragraph]', 'cf[15590]', 'Testing Security']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15590}"
339,customfield_14380,customfield_14380,Peer Reviewer,Peer Reviewer,True,True,True,True,"['Peer Reviewer[User Picker (single user)]', 'cf[14380]', 'Peer Reviewer']","{'type': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:userpicker', 'customId': 14380}"
340,customfield_15591,customfield_15591,Notifying Atlassian,Notifying Atlassian,True,True,True,True,"['Notifying Atlassian[Paragraph]', 'Notifying Atlassian', 'cf[15591]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15591}"
341,customfield_14381,customfield_14381,Mgr Approver,Mgr Approver,True,True,True,True,"['Mgr Approver[User Picker (single user)]', 'cf[14381]', 'Mgr Approver']","{'type': 'user', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:userpicker', 'customId': 14381}"
342,customfield_16200,customfield_16200,Organizations,Organizations,True,True,True,True,"['cf[16200]', 'Organizations']","{'type': 'array', 'items': 'sd-customerorganization', 'custom': 'com.atlassian.servicedesk:sd-customer-organizations', 'customId': 16200}"
343,customfield_15594,customfield_15594,Public Documentation,Public Documentation,True,True,True,True,"['Public Documentation[Paragraph]', 'cf[15594]', 'Public Documentation']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15594}"
344,customfield_15595,customfield_15595,Disaster Recovery,Disaster Recovery,True,True,True,True,"['Disaster Recovery[Paragraph]', 'Disaster Recovery', 'cf[15595]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15595}"
345,customfield_15592,customfield_15592,Employee Access,Employee Access,True,True,True,True,"['cf[15592]', 'Employee Access[Paragraph]', 'Employee Access']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15592}"
346,customfield_15593,customfield_15593,NDA,NDA,True,True,True,True,"['NDA[Paragraph]', 'cf[15593]', 'NDA']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15593}"
347,customfield_15596,customfield_15596,Data Recovery,Data Recovery,True,True,True,True,"['cf[15596]', 'Data Recovery[Paragraph]', 'Data Recovery']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15596}"
348,priority,priority,Priority,,False,True,True,True,['priority'],"{'type': 'priority', 'system': 'priority'}"
349,customfield_18500,customfield_18500,Team,Team,True,True,True,True,"['Team[Short text]', 'cf[18500]', 'Team']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 18500}"
350,customfield_19828,customfield_19828,Time to review normal change,Time to review normal change,True,True,True,True,"['Time to review normal change', 'cf[19828]']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 19828}"
351,versions,versions,Affects versions,,False,True,True,True,['affectedVersion'],"{'type': 'array', 'items': 'version', 'system': 'versions'}"
352,customfield_24532,customfield_24532,Sentiment,Sentiment,True,True,True,True,"['cf[24532]', 'Sentiment']","{'type': 'array', 'items': 'sd-sentiment', 'custom': 'com.atlassian.servicedesk.sentiment:sd-sentiment', 'customId': 24532}"
353,customfield_24537,customfield_24537,Goals,Goals,True,True,True,True,"['Goals', 'Goals[Goals]', 'cf[24537]']","{'type': 'array', 'items': 'Goals', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:goals', 'customId': 24537}"
354,issuekey,issuekey,Key,,False,False,True,False,"['id', 'issue', 'issuekey', 'key', 'workItem', 'workItemKey']",
355,customfield_15583,customfield_15583,1a. Customer Data,1a. Customer Data,True,True,True,True,"['1a. Customer Data', 'cf[15583]', '1a. Customer Data[Paragraph]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15583}"
356,customfield_15584,customfield_15584,1b. Customer Data,1b. Customer Data,True,True,True,True,"['1b. Customer Data[Paragraph]', '1b. Customer Data', 'cf[15584]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15584}"
357,customfield_15581,customfield_15581,Vendor Email,Vendor Email,True,True,True,True,"['cf[15581]', 'Vendor Email', 'Vendor Email[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 15581}"
358,customfield_15587,customfield_15587,Change Control/Release Management,Change Control/Release Management,True,True,True,True,"['Change Control/Release Management[Paragraph]', 'cf[15587]', 'Change Control/Release Management']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15587}"
359,customfield_19824,customfield_19824,Backout plan,Backout plan,True,True,True,True,"['Backout plan', 'Backout plan[Paragraph]', 'cf[19824]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 19824}"
360,customfield_15588,customfield_15588,Self Auditing,Self Auditing,True,True,True,True,"['Self Auditing', 'Self Auditing[Paragraph]', 'cf[15588]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15588}"
361,customfield_19825,customfield_19825,Test plan,Test plan,True,True,True,True,"['cf[19825]', 'Test plan', 'Test plan[Paragraph]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 19825}"
362,customfield_17401,customfield_17401,Waiting for Customer,Waiting for Customer,True,True,True,True,"['cf[17401]', 'Waiting for Customer']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 17401}"
363,customfield_19826,customfield_19826,Planned start,Planned start,True,True,True,True,"['cf[19826]', 'Planned start[Time stamp]', 'Planned start']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 19826}"
364,customfield_15585,customfield_15585,Sensitive Data,Sensitive Data,True,True,True,True,"['Sensitive Data[Paragraph]', 'cf[15585]', 'Sensitive Data']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15585}"
365,customfield_17400,customfield_17400,Waiting for Atlassian,Waiting for Atlassian,True,True,True,True,"['cf[17400]', 'Waiting for Atlassian']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 17400}"
366,customfield_19827,customfield_19827,Planned end,Planned end,True,True,True,True,"['cf[19827]', 'Planned end', 'Planned end[Time stamp]']","{'type': 'datetime', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datetime', 'customId': 19827}"
367,customfield_15586,customfield_15586,Security Policy,Security Policy,True,True,True,True,"['cf[15586]', 'Security Policy[Paragraph]', 'Security Policy']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15586}"
368,customfield_19820,customfield_19820,Work category,Work category,True,True,True,True,"['Work category', 'cf[19820]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugins.work-category-field:work-category-field-cftype', 'customId': 19820}"
369,customfield_19700,customfield_19700,Vendor Id,Vendor Id,True,True,True,True,"['Vendor Id[Short text]', 'Vendor Id', 'cf[19700]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19700}"
370,customfield_19821,customfield_19821,Affected hardware,Affected hardware,True,True,True,True,"['cf[19821]', 'Affected hardware[Short text]', 'Affected hardware']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19821}"
371,customfield_15589,customfield_15589,Accreditation,Accreditation,True,True,True,True,"['cf[15589]', 'Accreditation[Paragraph]', 'Accreditation']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 15589}"
