,id,key,name,untranslatedName,custom,orderable,navigable,searchable,clauseNames,schema
372,customfield_19822,customfield_19822,Severity,Severity,True,True,True,True,"['cf[19822]', 'Severity', 'Severity[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19822}"
373,customfield_19701,customfield_19701,Contact Info,Contact Info,True,True,True,True,"['Contact Info[URL Field]', 'cf[19701]', 'Contact Info']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 19701}"
374,customfield_19823,customfield_19823,Implementation plan,Implementation plan,True,True,True,True,"['Implementation plan[Paragraph]', 'cf[19823]', 'Implementation plan']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 19823}"
375,customfield_19702,customfield_19702,Separate listing app key,Separate listing app key,True,True,True,True,"['cf[19702]', 'Separate listing app key', 'Separate listing app key[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 19702}"
376,customfield_24543,customfield_24543,Type of Comms,Type of Comms,True,True,True,True,"['Type of Comms', 'Type of Comms[Select List (multiple choices)]', 'cf[24543]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 24543}"
377,customfield_24544,customfield_24544,Stakeholder,Stakeholder,True,True,True,True,"['Stakeholder[Select List (multiple choices)]', 'cf[24544]', 'Stakeholder']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 24544}"
378,customfield_14480,customfield_14480,QA Kickoff Status,QA Kickoff Status,True,True,True,True,"['QA Kickoff Status[Dropdown]', 'cf[14480]', 'QA Kickoff Status']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 14480}"
379,customfield_12181,customfield_12181,Epic Name,Epic Name,True,True,True,True,"['Epic Name', 'cf[12181]']","{'type': 'string', 'custom': 'com.pyxis.greenhopper.jira:gh-epic-label', 'customId': 12181}"
380,customfield_12180,customfield_12180,Epic Link,Epic Link,True,True,True,True,"['cf[12180]', 'Epic Link']","{'type': 'any', 'custom': 'com.pyxis.greenhopper.jira:gh-epic-link', 'customId': 12180}"
381,customfield_12183,customfield_12183,Epic Colour,Epic Colour,True,True,True,True,"['cf[12183]', 'Epic Colour']","{'type': 'string', 'custom': 'com.pyxis.greenhopper.jira:gh-epic-color', 'customId': 12183}"
382,customfield_12182,customfield_12182,Epic Status,Epic Status,True,True,True,True,"['cf[12182]', 'Epic Status']","{'type': 'option', 'custom': 'com.pyxis.greenhopper.jira:gh-epic-status', 'customId': 12182}"
383,customfield_14481,customfield_14481,QA Demo Status,QA Demo Status,True,True,True,True,"['QA Demo Status', 'QA Demo Status[Dropdown]', 'cf[14481]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 14481}"
384,customfield_14482,customfield_14482,Automated Tests,Automated Tests,True,True,True,True,"['Automated Tests[Dropdown]', 'cf[14482]', 'Automated Tests']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 14482}"
385,customfield_16302,customfield_16302,Expected Result,Expected Result,True,True,True,True,"['cf[16302]', 'Expected Result[Short text]', 'Expected Result']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 16302}"
386,customfield_16301,customfield_16301,Actual Result,Actual Result,True,True,True,True,"['Actual Result[Short text]', 'cf[16301]', 'Actual Result']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 16301}"
387,aggregateprogress,aggregateprogress,Σ Progress,,False,False,True,False,[],"{'type': 'progress', 'system': 'aggregateprogress'}"
388,customfield_18601,customfield_18601,Research,Research,True,True,True,True,"['cf[18601]', 'Research[Short text]', 'Research']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 18601}"
389,customfield_18602,customfield_18602,Select List 1,Select List 1,True,True,True,True,"['Select List 1[Dropdown]', 'Select List 1', 'cf[18602]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 18602}"
390,customfield_24798,customfield_24798,Edition Status Changed,Edition Status Changed,True,True,True,True,"['Edition Status Changed[Short text]', 'Edition Status Changed', 'cf[24798]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 24798}"
391,customfield_13380,customfield_13380,Company,Company,True,True,True,True,"['Company[Short text]', 'cf[13380]', 'Company']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 13380}"
392,customfield_13382,customfield_13382,Contact details,Contact details,True,True,True,True,"['cf[13382]', 'Contact details', 'Contact details[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 13382}"
393,customfield_13381,customfield_13381,Website,Website,True,True,True,True,"['cf[13381]', 'Website', 'Website[Short text]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 13381}"
394,customfield_17501,customfield_17501,Time to Triage,Time to Triage,True,True,True,True,"['Time to Triage', 'cf[17501]']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 17501}"
395,customfield_17500,customfield_17500,Why this analysis?,Why this analysis?,True,True,True,True,"['Why this analysis?[Paragraph]', 'cf[17500]', 'Why this analysis?']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textarea', 'customId': 17500}"
396,customfield_24325,customfield_24325,Vulnerability,Vulnerability,True,True,True,True,"['cf[24325]', 'Vulnerability']","{'type': 'any', 'custom': 'com.atlassian.jira.plugins.jira-development-integration-plugin:vulnerabilitycf', 'customId': 24325}"
397,issuerestriction,issuerestriction,Restrict to,,False,True,False,True,[],"{'type': 'issuerestriction', 'system': 'issuerestriction'}"
398,thumbnail,thumbnail,Images,,False,False,True,False,[],
399,customfield_12280,customfield_12280,Internal Complexity,Internal Complexity,True,True,True,True,"['Internal Complexity[Dropdown]', 'Internal Complexity', 'cf[12280]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12280}"
400,customfield_12281,customfield_12281,Internal Value,Internal Value,True,True,True,True,"['cf[12281]', 'Internal Value[Dropdown]', 'Internal Value']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 12281}"
401,created,created,Created,,False,False,True,True,"['created', 'createdDate']","{'type': 'datetime', 'system': 'created'}"
402,customfield_14580,customfield_14580,Add-on Type,Add-on Type,True,True,True,True,"['Add-on Type[Dropdown]', 'cf[14580]', 'Add-on Type']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 14580}"
403,customfield_16401,customfield_16401,Ecosystem Frameworks,Ecosystem Frameworks,True,True,True,True,"['Ecosystem Frameworks', 'cf[16401]', 'Ecosystem Frameworks[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 16401}"
404,customfield_16400,customfield_16400,Ecosystem Products,Ecosystem Products,True,True,True,True,"['Ecosystem Products[Select List (cascading)]', 'Ecosystem Products', 'cf[16400]']","{'type': 'option-with-child', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect', 'customId': 16400}"
405,customfield_19910,customfield_19910,Mulberry status,Mulberry status,True,True,True,True,"['cf[19910]', 'Mulberry status[Select List (multiple choices)]', 'Mulberry status']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19910}"
406,customfield_18700,customfield_18700,Non-support,Non-support,True,True,True,True,"['Non-support', 'cf[18700]']","{'type': 'sd-servicelevelagreement', 'custom': 'com.atlassian.servicedesk:sd-sla-field', 'customId': 18700}"
407,customfield_19911,customfield_19911,Reach-out type,Reach-out type,True,True,True,True,"['cf[19911]', 'Reach-out type[Labels]', 'Reach-out type']","{'type': 'array', 'items': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:labels', 'customId': 19911}"
408,customfield_19909,customfield_19909,Estimated Remediation Date,Estimated Remediation Date,True,True,True,True,"['Estimated Remediation Date[Date]', 'cf[19909]', 'Estimated Remediation Date']","{'type': 'date', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:datepicker', 'customId': 19909}"
409,customfield_19905,customfield_19905,Initiatives,Initiatives,True,True,True,True,"['Initiatives[Select List (multiple choices)]', 'Initiatives', 'cf[19905]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19905}"
410,customfield_19906,customfield_19906,Interest in Forge,Interest in Forge,True,True,True,True,"['Interest in Forge[Radio Buttons]', 'cf[19906]', 'Interest in Forge']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons', 'customId': 19906}"
411,customfield_19908,customfield_19908,Reason for Extension,Reason for Extension,True,True,True,True,"['Reason for Extension', 'cf[19908]', 'Reason for Extension[Dropdown]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 19908}"
412,customfield_13480,customfield_13480,Risk factor,Risk factor,True,True,True,True,"['Risk factor[Dropdown]', 'cf[13480]', 'Risk factor']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 13480}"
413,customfield_19901,customfield_19901,Major incident,Major incident,True,True,True,True,"['Major incident', 'cf[19901]']","{'type': 'string', 'custom': 'com.atlassian.jira.modules.servicemanagement.major-incident-entity:major-incident-entity-field-cftype', 'customId': 19901}"
414,customfield_19900,customfield_19900,Affected Platform/s,Affected Platform/s,True,True,True,True,"['cf[19900]', 'Affected Platform/s', 'Affected Platform/s[Select List (multiple choices)]']","{'type': 'array', 'items': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:multiselect', 'customId': 19900}"
415,security,security,Security Level,,False,True,True,True,['level'],"{'type': 'securitylevel', 'system': 'security'}"
416,attachment,attachment,Attachment,,False,True,False,True,['attachments'],"{'type': 'array', 'items': 'attachment', 'system': 'attachment'}"
417,customfield_12381,customfield_12381,Originally Raised At,Originally Raised At,True,True,True,True,"['Originally Raised At[URL Field]', 'Originally Raised At', 'cf[12381]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:url', 'customId': 12381}"
418,customfield_12380,customfield_12380,Eclipse Bugzilla Issue Id,Eclipse Bugzilla Issue Id,True,True,True,True,"['Eclipse Bugzilla Issue Id[Short text]', 'cf[12380]', 'Eclipse Bugzilla Issue Id']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield', 'customId': 12380}"
419,customfield_16500,customfield_16500,Team,Team,True,True,True,True,"['Team[Team]', 'cf[16500]', 'Team']","{'type': 'team', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:atlassian-team', 'customId': 16500, 'configuration': {'com.atlassian.jira.plugin.system.customfieldtypes:atlassian-team': True}}"
420,customfield_14683,customfield_14683,Product,Product,True,True,True,True,"['Product', 'Product[Short text]', 'cf[14683]']","{'type': 'string', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:textfield', 'customId': 14683}"
421,customfield_18800,customfield_18800,Problem Area(s),Problem Area(s),True,True,True,True,"['Problem Area(s)', 'Problem Area(s)[Dropdown]', 'cf[18800]']","{'type': 'option', 'custom': 'com.atlassian.jira.plugin.system.customfieldtypes:select', 'customId': 18800}"
